work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP444/2025-2026/231609,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 474821.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹474,821.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP655/2025-2026/201504,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 99802.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹99,802.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP655/2025-2026/258104,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 386145.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹386,145.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP655/2025-2026/258248,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 386145.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹386,145.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP655/2025-2026/258303,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 386145.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹386,145.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2024-2025/175434,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,86.8% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"86.8% of sanctioned budget is represented by expenditure transactions (₹954,936.00) while project status remains officially in 'Vendor Identification'."
WS/MP18099/2024-2025/175434,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 86.8%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18099/2024-2025/175434,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 954936.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹954,936.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2025-2026/176443,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 3500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹3,500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2025-2026/218950,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 433324.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹433,324.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2025-2026/255518,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 750000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹750,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2026-2027/269942,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 250000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹250,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18099/2026-2027/281679,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 700000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹700,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18100/2024-2025/164789,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,523 days,> 445 days since last expenditure,No expenditure transactions recorded for 523 days (P90 delay threshold) on an uncompleted project.
WS/MP18100/2024-2025/164789,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 60000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹60,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18100/2025-2026/241964,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18100/2026-2027/263129,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 75000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹75,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18101/2024-2025/141644,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,598 days,> 445 days since last expenditure,No expenditure transactions recorded for 598 days (P90 delay threshold) on an uncompleted project.
WS/MP18101/2025-2026/182530,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 999000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹999,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18101/2025-2026/261580,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 581149.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹581,149.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18101/2026-2027/287604,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 300000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹300,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP653/2024-2025/153579,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,624 days,> 445 days since last expenditure,No expenditure transactions recorded for 624 days (P90 delay threshold) on an uncompleted project.
WS/MP653/2024-2025/153579,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP653/2025-2026/155146,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,519 days,> 445 days since last expenditure,No expenditure transactions recorded for 519 days (P90 delay threshold) on an uncompleted project.
WS/MP653/2025-2026/155146,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 250000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹250,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP653/2025-2026/199616,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 900000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹900,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP653/2025-2026/255393,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP653/2026-2027/211361,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 600000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹600,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18102/2025-2026/186521,TX_SLICING_HIGH,transaction_pattern,Moderate,20,7,>= 6 transactions,Expenditure is fragmented across 7 separate payment transactions (P95 percentile).
WS/MP18102/2025-2026/186521,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP18102/2025-2026/186521,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: 400000.0, Exp: 333670.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Master amount_disbursed (₹400,000.00) differs from transaction sum (₹333,670.00) by ₹66,330.00 (> 5% of sanction)."
WS/MP18102/2025-2026/182452,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18102/2025-2026/216643,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹999,647.00) while project status remains officially in 'Vendor Identification'."
WS/MP18102/2025-2026/216643,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18102/2025-2026/216643,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 999647.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹999,647.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18102/2025-2026/236608,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18102/2026-2027/290298,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 120000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹120,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18102/2026-2027/286586,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1248000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,248,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18357/2024-2025/151500,DQ_MISSING_CORE_DESC,data_quality,Moderate,20,<BLANK>,work_description is null or blank,The statutory project description field is blank or unpopulated in the works register.
WS/MP18357/2024-2025/160266,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,555 days,> 445 days since last expenditure,No expenditure transactions recorded for 555 days (P90 delay threshold) on an uncompleted project.
WS/MP18357/2024-2025/146473,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,548 days,> 445 days since last expenditure,No expenditure transactions recorded for 548 days (P90 delay threshold) on an uncompleted project.
WS/MP18357/2024-2025/146473,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 120000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹120,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18357/2024-2025/146474,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,549 days,> 445 days since last expenditure,No expenditure transactions recorded for 549 days (P90 delay threshold) on an uncompleted project.
WS/MP18357/2024-2025/146474,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 128400.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹128,400.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18357/2024-2025/157805,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 600000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹600,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18357/2024-2025/157805,DQ_MISSING_CORE_DESC,data_quality,Moderate,20,<BLANK>,work_description is null or blank,The statutory project description field is blank or unpopulated in the works register.
